,LABEL,Reason,Injection_Time,Filling_Time,Plasticizing_Time,Cycle_Time,Clamp_Close_Time,Cushion_Position,Plasticizing_Position,Clamp_Open_Position,Max_Injection_Speed,Max_Screw_RPM,Average_Screw_RPM,Max_Injection_Pressure,Max_Switch_Over_Pressure,Max_Back_Pressure,Average_Back_Pressure,Barrel_Temperature_1,Barrel_Temperature_2,Barrel_Temperature_3,Barrel_Temperature_4,Barrel_Temperature_5,Barrel_Temperature_6,Hopper_Temperature,Mold_Temperature_3,Mold_Temperature_4
27,0,None,9.5600004196167,4.449999809265137,16.889999389648438,59.56000137329102,7.130000114440918,653.4099731445312,68.83999633789061,647.989990234375,55.79999923706055,30.79999923706055,292.5,141.60000610351562,136.10000610351562,37.20000076293945,59.20000076293945,275.60000610351557,275.20001220703125,275.10000610351557,271.89999389648443,255.3999938964844,230.1999969482422,66.30000305175781,24.899999618530273,27.5
30,0,None,9.5600004196167,4.449999809265137,16.879999160766598,59.52000045776367,7.130000114440918,653.4199829101562,68.83999633789061,647.989990234375,55.70000076293945,30.79999923706055,292.5,141.6999969482422,135.89999389648438,37.0,59.0,276.39999389648443,275.0,275.70001220703125,271.20001220703125,255.3000030517578,230.1000061035156,67.0,24.899999618530273,27.5
32,0,None,9.5600004196167,4.449999809265137,16.899999618530273,59.52000045776367,7.139999866485597,653.4099731445312,68.86000061035156,647.989990234375,55.70000076293945,30.899999618530273,292.5,141.5,136.19999694824222,37.099998474121094,59.099998474121094,276.79998779296875,275.39999389648443,275.0,270.70001220703125,255.1000061035156,230.3000030517578,67.09999847412111,24.70000076293945,27.399999618530273
34,0,None,9.56999969482422,4.449999809265137,16.889999389648438,59.52000045776367,7.139999866485597,653.4099731445312,68.83999633789061,647.989990234375,55.599998474121094,30.79999923706055,292.3999938964844,141.6999969482422,136.30000305175778,36.900001525878906,59.0,276.10000610351557,276.0,274.89999389648443,270.10000610351557,254.8000030517578,230.0,66.90000152587889,24.899999618530273,27.399999618530273
35,0,None,9.56999969482422,4.449999809265137,16.889999389648438,59.52000045776367,7.130000114440918,653.4099731445312,68.83999633789061,647.989990234375,55.70000076293945,30.79999923706055,292.3999938964844,141.8000030517578,136.19999694824222,36.900001525878906,59.0,276.29998779296875,274.79998779296875,274.60000610351557,269.0,255.8999938964844,229.8000030517578,67.09999847412111,24.79999923706055,27.399999618530273
37,0,None,9.579999923706056,4.460000038146973,16.870000839233402,59.52000045776367,7.139999866485597,653.4099731445312,68.84999847412111,647.989990234375,55.599998474121094,31.0,292.5,141.6999969482422,136.39999389648438,37.099998474121094,59.099998474121094,276.10000610351557,275.5,274.79998779296875,269.5,255.0,229.8000030517578,67.09999847412111,24.79999923706055,27.399999618530273
39,0,None,9.600000381469727,4.480000019073486,16.899999618530273,59.58000183105469,7.139999866485597,653.4199829101562,68.83999633789061,647.989990234375,55.20000076293945,30.79999923706055,292.3999938964844,141.8000030517578,136.89999389648438,37.400001525878906,59.29999923706055,275.70001220703125,275.60000610351557,274.79998779296875,269.70001220703125,254.8999938964844,229.8000030517578,66.19999694824219,24.899999618530273,27.399999618530273
42,0,None,9.59000015258789,4.480000019073486,16.879999160766598,59.56000137329102,7.130000114440918,653.4099731445312,68.83000183105469,647.989990234375,55.4000015258789,30.70000076293945,292.3999938964844,141.8000030517578,136.89999389648438,37.5,59.4000015258789,276.20001220703125,275.0,274.79998779296875,270.10000610351557,255.8000030517578,229.6000061035156,67.0,24.899999618530273,27.5
43,0,None,9.600000381469727,4.480000019073486,16.870000839233402,59.58000183105469,7.130000114440918,653.4099731445312,68.83999633789061,647.989990234375,55.29999923706055,30.899999618530273,292.3999938964844,141.8000030517578,136.89999389648438,37.400001525878906,59.29999923706055,276.29998779296875,275.20001220703125,275.39999389648443,271.0,254.3999938964844,230.1999969482422,66.90000152587889,25.0,27.5
45,0,None,9.579999923706056,4.46999979019165,16.879999160766598,59.56000137329102,7.130000114440918,653.4099731445312,68.86000061035156,647.989990234375,55.4000015258789,30.70000076293945,292.5,141.8000030517578,136.89999389648438,37.599998474121094,59.4000015258789,277.20001220703125,275.5,275.39999389648443,271.39999389648443,254.8999938964844,229.8000030517578,67.0,24.899999618530273,27.5
48,0,None,9.579999923706056,4.46999979019165,16.889999389648438,59.52000045776367,7.130000114440918,653.4099731445312,68.83999633789061,647.989990234375,55.4000015258789,30.60000038146973,292.5,141.8000030517578,136.60000610351562,37.599998474121094,59.4000015258789,276.10000610351557,275.20001220703125,275.10000610351557,271.39999389648443,255.1999969482422,230.1999969482422,67.80000305175781,25.0,27.5
50,0,None,9.56999969482422,4.449999809265137,16.899999618530273,59.52000045776367,7.130000114440918,653.4099731445312,68.83999633789061,647.989990234375,55.599998474121094,30.60000038146973,292.3999938964844,141.6999969482422,136.39999389648438,37.099998474121094,59.099998474121094,276.29998779296875,275.20001220703125,275.0,271.0,254.6000061035156,230.3000030517578,67.0,24.79999923706055,27.399999618530273
52,0,None,9.5600004196167,4.440000057220459,16.90999984741211,59.52000045776367,7.130000114440918,653.4099731445312,68.83999633789061,647.989990234375,55.79999923706055,30.79999923706055,292.5,141.60000610351562,136.10000610351562,37.0,59.099998474121094,275.5,276.0,274.60000610351557,270.39999389648443,255.6999969482422,229.8000030517578,67.09999847412111,24.79999923706055,27.5
53,0,None,9.56999969482422,4.449999809265137,16.930000305175778,59.52000045776367,7.130000114440918,653.4099731445312,68.84999847412111,647.989990234375,55.599998474121094,30.79999923706055,292.3999938964844,141.6999969482422,136.69999694824222,37.0,59.0,275.79998779296875,275.39999389648443,275.0,269.79998779296875,255.1000061035156,230.1000061035156,66.90000152587889,24.79999923706055,27.399999618530273
56,0,None,9.579999923706056,4.46999979019165,16.90999984741211,59.52000045776367,7.130000114440918,653.4099731445312,68.83999633789061,647.989990234375,55.4000015258789,30.79999923706055,292.3999938964844,141.8000030517578,136.69999694824222,37.20000076293945,59.20000076293945,276.0,275.29998779296875,275.0,269.5,254.6000061035156,230.1000061035156,67.5,25.10000038146973,27.70000076293945
58,0,None,9.579999923706056,4.46999979019165,16.920000076293945,59.52000045776367,7.130000114440918,653.4099731445312,68.83000183105469,647.989990234375,55.4000015258789,30.79999923706055,292.3999938964844,141.8000030517578,136.80000305175778,37.20000076293945,59.20000076293945,276.60000610351557,275.70001220703125,275.70001220703125,268.89999389648443,255.0,230.1000061035156,67.0,25.20000076293945,27.60000038146973
60,0,None,9.59000015258789,4.46999979019165,16.930000305175778,59.52000045776367,7.130000114440918,653.4099731445312,68.83999633789061,647.989990234375,55.5,30.899999618530273,292.5,141.8000030517578,136.5,37.29999923706055,59.20000076293945,277.20001220703125,275.20001220703125,275.0,270.10000610351557,255.1999969482422,229.8999938964844,67.30000305175781,25.10000038146973,27.70000076293945
62,0,None,9.59000015258789,4.46999979019165,16.889999389648438,59.58000183105469,7.130000114440918,653.4099731445312,68.86000061035156,647.989990234375,55.5,30.899999618530273,292.5,141.6999969482422,136.80000305175778,37.599998474121094,59.29999923706055,276.10000610351557,275.60000610351557,275.0,271.29998779296875,255.1000061035156,229.5,67.0,25.20000076293945,27.70000076293945
64,0,None,9.600000381469727,4.480000019073486,16.879999160766598,59.56000137329102,7.130000114440918,653.4099731445312,68.83000183105469,647.989990234375,55.29999923706055,30.79999923706055,292.5,141.8000030517578,136.69999694824222,37.599998474121094,59.4000015258789,275.79998779296875,275.0,275.60000610351557,271.5,255.1999969482422,229.8000030517578,66.19999694824219,24.899999618530273,27.60000038146973
65,0,None,9.56999969482422,4.460000038146973,16.870000839233402,59.58000183105469,7.130000114440918,653.4099731445312,68.83999633789061,647.989990234375,55.5,30.79999923706055,292.3999938964844,141.8000030517578,136.39999389648438,37.400001525878906,59.29999923706055,276.29998779296875,275.29998779296875,274.60000610351557,271.60000610351557,254.8000030517578,229.8999938964844,67.0,25.0,27.5
68,0,None,9.5600004196167,4.440000057220459,16.889999389648438,59.52000045776367,7.130000114440918,653.4099731445312,68.83999633789061,647.989990234375,55.79999923706055,30.79999923706055,292.5,141.60000610351562,135.89999389648438,37.099998474121094,59.099998474121094,276.29998779296875,275.29998779296875,275.29998779296875,271.20001220703125,255.0,229.6999969482422,66.09999847412111,24.899999618530273,27.60000038146973
69,0,None,9.5600004196167,4.449999809265137,16.950000762939453,59.52000045776367,7.130000114440918,653.4099731445312,68.86000061035156,647.989990234375,55.70000076293945,30.70000076293945,292.3999938964844,141.60000610351562,136.39999389648438,37.0,59.0,276.20001220703125,275.0,275.39999389648443,270.70001220703125,255.0,230.3000030517578,66.90000152587889,25.20000076293945,27.79999923706055
72,0,None,9.56999969482422,4.449999809265137,16.950000762939453,60.0,7.130000114440918,653.4099731445312,68.83999633789061,647.989990234375,55.70000076293945,30.70000076293945,292.5,141.6999969482422,136.39999389648438,37.0,59.0,277.10000610351557,274.5,274.70001220703125,270.10000610351557,254.8000030517578,230.1000061035156,67.09999847412111,25.20000076293945,27.70000076293945
73,0,None,9.5600004196167,4.449999809265137,16.969999313354492,59.52000045776367,7.130000114440918,653.4099731445312,68.83000183105469,647.989990234375,55.70000076293945,30.60000038146973,292.3999938964844,141.60000610351562,136.39999389648438,36.79999923706055,59.0,276.10000610351557,275.20001220703125,275.29998779296875,269.20001220703125,255.8000030517578,230.0,67.0,25.20000076293945,27.70000076293945
76,0,None,9.56999969482422,4.460000038146973,16.940000534057614,59.52000045776367,7.130000114440918,653.4099731445312,68.83999633789061,647.989990234375,55.70000076293945,30.70000076293945,292.5,141.8000030517578,136.5,36.900001525878906,59.0,276.10000610351557,275.29998779296875,274.79998779296875,269.60000610351557,254.6999969482422,230.1999969482422,67.80000305175781,25.20000076293945,27.70000076293945
77,0,None,9.579999923706056,4.46999979019165,16.90999984741211,59.52000045776367,7.130000114440918,653.4099731445312,68.84999847412111,647.989990234375,55.5,30.899999618530273,292.5,141.6999969482422,136.69999694824222,37.29999923706055,59.20000076293945,275.70001220703125,275.29998779296875,275.79998779296875,269.5,255.1999969482422,230.0,67.0,25.20000076293945,27.70000076293945
80,1,가스,9.600000381469727,4.480000019073486,16.920000076293945,59.52000045776367,7.130000114440918,653.4099731445312,68.83999633789061,647.989990234375,55.29999923706055,30.79999923706055,292.5,141.8000030517578,136.80000305175778,37.5,59.29999923706055,276.0,275.60000610351557,275.0,270.10000610351557,255.5,230.1999969482422,66.80000305175781,25.20000076293945,27.70000076293945
82,0,None,9.59000015258789,4.480000019073486,16.90999984741211,59.56000137329102,7.130000114440918,653.4099731445312,68.83000183105469,647.989990234375,55.29999923706055,30.70000076293945,292.5,141.8000030517578,136.80000305175778,37.5,59.4000015258789,275.89999389648443,276.0,275.0,270.79998779296875,254.8999938964844,229.8999938964844,66.90000152587889,25.29999923706055,27.70000076293945
83,0,None,9.579999923706056,4.460000038146973,16.899999618530273,59.58000183105469,7.130000114440918,653.4099731445312,68.83999633789061,647.989990234375,55.5,30.79999923706055,292.5,141.6999969482422,136.5,37.5,59.29999923706055,276.70001220703125,275.29998779296875,275.0,271.20001220703125,255.0,229.8000030517578,68.0,25.20000076293945,27.70000076293945
85,0,None,9.56999969482422,4.460000038146973,16.899999618530273,59.52000045776367,7.130000114440918,653.4099731445312,68.84999847412111,647.989990234375,55.599998474121094,30.79999923706055,292.3999938964844,141.8000030517578,136.60000610351562,37.5,59.29999923706055,275.89999389648443,275.29998779296875,275.0,271.10000610351557,254.8999938964844,229.8000030517578,67.09999847412111,25.20000076293945,27.79999923706055
87,0,None,9.56999969482422,4.460000038146973,16.940000534057614,59.52000045776367,7.139999866485597,653.4099731445312,68.83999633789061,647.989990234375,55.5,30.60000038146973,292.5,141.6999969482422,136.39999389648438,37.20000076293945,59.099998474121094,276.60000610351557,275.70001220703125,275.0,270.89999389648443,254.8000030517578,230.1999969482422,66.0,25.20000076293945,27.70000076293945
89,0,None,9.56999969482422,4.449999809265137,16.90999984741211,59.52000045776367,7.139999866485597,653.4099731445312,68.83000183105469,647.989990234375,55.599998474121094,30.70000076293945,292.5,141.6999969482422,136.5,37.0,59.099998474121094,275.89999389648443,274.5,275.0,270.20001220703125,255.1999969482422,230.1000061035156,67.0,25.20000076293945,27.70000076293945
92,0,None,9.5600004196167,4.449999809265137,16.920000076293945,59.52000045776367,7.130000114440918,653.4099731445312,68.83000183105469,647.989990234375,55.70000076293945,30.70000076293945,292.5,141.6999969482422,136.30000305175778,37.0,59.099998474121094,275.79998779296875,274.89999389648443,274.39999389648443,269.70001220703125,255.0,230.1000061035156,66.30000305175781,25.20000076293945,27.70000076293945
94,0,None,9.56999969482422,4.449999809265137,16.930000305175778,59.52000045776367,7.130000114440918,653.4099731445312,68.83999633789061,647.989990234375,55.70000076293945,30.70000076293945,292.5,141.8000030517578,136.5,37.29999923706055,59.20000076293945,276.0,275.20001220703125,275.10000610351557,269.5,254.6999969482422,229.8999938964844,67.0,25.20000076293945,27.70000076293945
95,1,가스,9.59000015258789,4.480000019073486,16.950000762939453,59.52000045776367,7.130000114440918,653.4199829101562,68.83999633789061,647.989990234375,55.29999923706055,30.70000076293945,292.5,141.8000030517578,136.89999389648438,37.29999923706055,59.20000076293945,276.10000610351557,276.29998779296875,275.20001220703125,270.0,254.1000061035156,230.3999938964844,68.5,25.20000076293945,27.70000076293945
97,0,None,9.59000015258789,4.46999979019165,16.930000305175778,59.58000183105469,7.130000114440918,653.4099731445312,68.83999633789061,647.989990234375,55.4000015258789,30.60000038146973,292.5,141.8000030517578,136.80000305175778,37.599998474121094,59.4000015258789,276.5,274.60000610351557,275.20001220703125,269.89999389648443,255.0,230.1000061035156,67.0,25.20000076293945,27.70000076293945
99,1,가스,9.59000015258789,4.46999979019165,16.930000305175778,59.56000137329102,7.130000114440918,653.4099731445312,68.83999633789061,647.989990234375,55.5,30.60000038146973,292.5,141.8000030517578,136.60000610351562,37.599998474121094,59.29999923706055,275.70001220703125,275.39999389648443,274.39999389648443,270.89999389648443,255.1000061035156,229.6999969482422,67.30000305175781,25.10000038146973,27.70000076293945
101,1,가스,9.579999923706056,4.46999979019165,16.930000305175778,59.56000137329102,7.130000114440918,653.4099731445312,68.83999633789061,647.989990234375,55.5,30.899999618530273,292.5,141.6999969482422,136.39999389648438,37.5,59.29999923706055,276.70001220703125,274.79998779296875,275.10000610351557,271.29998779296875,255.1000061035156,229.6999969482422,67.0,25.20000076293945,27.70000076293945
103,1,가스,9.56999969482422,4.460000038146973,16.899999618530273,59.52000045776367,7.130000114440918,653.4099731445312,68.84999847412111,647.989990234375,55.5,30.5,292.5,141.6999969482422,136.5,37.5,59.29999923706055,276.60000610351557,275.20001220703125,275.10000610351557,271.39999389648443,254.6999969482422,230.1000061035156,67.90000152587889,25.10000038146973,27.70000076293945
105,1,가스,9.56999969482422,4.460000038146973,16.920000076293945,59.52000045776367,7.130000114440918,653.4099731445312,68.83999633789061,647.989990234375,55.5,30.70000076293945,292.3999938964844,141.6999969482422,136.60000610351562,37.20000076293945,59.20000076293945,275.89999389648443,274.89999389648443,275.60000610351557,271.0,255.3999938964844,230.3000030517578,67.09999847412111,25.10000038146973,27.70000076293945
107,1,가스,9.5600004196167,4.440000057220459,16.920000076293945,59.52000045776367,7.130000114440918,653.4099731445312,68.83999633789061,647.989990234375,55.79999923706055,30.70000076293945,292.5,141.60000610351562,136.10000610351562,37.0,59.0,275.20001220703125,274.70001220703125,274.29998779296875,270.5,254.6999969482422,230.1000061035156,67.5,25.0,27.60000038146973
109,1,가스,9.5600004196167,4.449999809265137,16.920000076293945,59.52000045776367,7.139999866485597,653.4099731445312,68.83999633789061,647.989990234375,55.79999923706055,30.899999618530273,292.5,141.6999969482422,136.19999694824222,37.099998474121094,59.099998474121094,276.20001220703125,275.20001220703125,275.20001220703125,270.0,255.1000061035156,230.3999938964844,67.09999847412111,24.79999923706055,27.5
111,1,가스,9.579999923706056,4.460000038146973,16.950000762939453,59.52000045776367,7.139999866485597,653.4099731445312,68.86000061035156,647.989990234375,55.5,30.899999618530273,292.5,141.8000030517578,136.5,37.099998474121094,59.099998474121094,277.10000610351557,275.29998779296875,275.10000610351557,269.5,255.3000030517578,229.8000030517578,67.80000305175781,25.0,27.70000076293945
113,1,가스,9.579999923706056,4.460000038146973,16.959999084472653,59.52000045776367,7.130000114440918,653.4099731445312,68.83999633789061,647.989990234375,55.79999923706055,30.899999618530273,292.5,141.8000030517578,136.80000305175778,37.20000076293945,59.099998474121094,276.0,274.70001220703125,275.70001220703125,269.60000610351557,254.5,230.3000030517578,67.09999847412111,25.10000038146973,27.70000076293945
116,1,미성형,9.449999809265137,4.329999923706056,16.959999084472653,59.58000183105469,7.130000114440918,653.4000244140625,68.83999633789061,647.989990234375,60.70000076293945,30.79999923706055,292.5,141.39999389648438,136.80000305175778,37.099998474121094,59.099998474121094,275.29998779296875,275.29998779296875,275.10000610351557,269.79998779296875,255.0,230.1000061035156,68.0,25.0,27.70000076293945
118,1,미성형,9.449999809265137,4.329999923706056,16.930000305175778,59.41999816894531,7.130000114440918,653.4000244140625,68.83999633789061,647.989990234375,60.9000015258789,30.899999618530273,292.5,141.39999389648438,136.89999389648438,36.29999923706055,58.70000076293945,276.70001220703125,274.89999389648443,274.89999389648443,270.39999389648443,254.8999938964844,229.8000030517578,67.0,25.10000038146973,27.70000076293945
119,1,미성형,9.4399995803833,4.329999923706056,16.920000076293945,59.43999862670898,7.130000114440918,653.4000244140625,68.86000061035156,647.989990234375,60.79999923706055,30.70000076293945,292.5,141.39999389648438,137.0,36.5,58.79999923706055,276.0,275.20001220703125,274.79998779296875,271.10000610351557,254.6999969482422,229.8000030517578,67.0,25.10000038146973,27.60000038146973
121,0,None,9.579999923706056,4.460000038146973,16.899999618530273,59.4000015258789,7.130000114440918,653.4099731445312,68.83999633789061,647.989990234375,55.599998474121094,30.60000038146973,292.5,141.8000030517578,136.69999694824222,36.400001525878906,58.79999923706055,276.10000610351557,275.39999389648443,274.5,271.39999389648443,255.3000030517578,229.6999969482422,66.80000305175781,25.0,27.70000076293945
123,0,None,9.56999969482422,4.449999809265137,16.920000076293945,59.52000045776367,7.130000114440918,653.4099731445312,68.83000183105469,647.989990234375,55.70000076293945,30.60000038146973,292.5,141.6999969482422,136.30000305175778,37.29999923706055,59.20000076293945,276.89999389648443,275.20001220703125,275.10000610351557,271.20001220703125,255.0,230.0,66.19999694824219,25.0,27.60000038146973
126,0,None,9.5600004196167,4.440000057220459,16.899999618530273,59.52000045776367,7.130000114440918,653.4199829101562,68.83999633789061,647.989990234375,55.79999923706055,30.899999618530273,292.5,141.60000610351562,135.89999389648438,37.099998474121094,59.099998474121094,277.10000610351557,275.39999389648443,275.0,270.79998779296875,254.6000061035156,230.1000061035156,67.0,25.10000038146973,27.70000076293945
128,0,None,9.5600004196167,4.449999809265137,16.940000534057614,59.52000045776367,7.130000114440918,653.4099731445312,68.86000061035156,647.989990234375,55.70000076293945,30.70000076293945,292.5,141.6999969482422,136.5,37.099998474121094,59.099998474121094,276.20001220703125,275.20001220703125,275.10000610351557,270.39999389648443,254.6999969482422,230.1000061035156,66.59999847412111,25.0,27.70000076293945
129,0,None,9.579999923706056,4.460000038146973,16.920000076293945,59.52000045776367,7.130000114440918,653.4099731445312,68.83999633789061,647.989990234375,55.5,31.0,292.5,141.6999969482422,136.5,37.099998474121094,59.099998474121094,276.10000610351557,275.20001220703125,274.5,269.79998779296875,254.8999938964844,230.1000061035156,67.0,25.10000038146973,27.70000076293945
131,0,None,9.56999969482422,4.460000038146973,16.90999984741211,59.52000045776367,7.130000114440918,653.4099731445312,68.83999633789061,647.989990234375,55.599998474121094,30.79999923706055,292.3999938964844,141.8000030517578,136.60000610351562,37.0,59.099998474121094,276.10000610351557,275.0,275.20001220703125,269.79998779296875,255.1999969482422,230.3999938964844,67.59999847412111,25.10000038146973,27.70000076293945
133,0,None,9.579999923706056,4.460000038146973,16.940000534057614,59.52000045776367,7.130000114440918,653.4099731445312,68.83999633789061,647.989990234375,55.599998474121094,30.79999923706055,292.3999938964844,141.8000030517578,136.39999389648438,37.20000076293945,59.099998474121094,276.10000610351557,275.10000610351557,275.10000610351557,269.0,256.0,230.1000061035156,67.09999847412111,25.10000038146973,27.70000076293945
135,0,None,9.579999923706056,4.46999979019165,16.940000534057614,59.540000915527344,7.130000114440918,653.4099731445312,68.86000061035156,647.989990234375,55.5,30.79999923706055,292.5,141.8000030517578,136.80000305175778,37.5,59.20000076293945,276.70001220703125,274.79998779296875,274.79998779296875,269.60000610351557,255.6999969482422,230.3999938964844,66.09999847412111,25.20000076293945,27.70000076293945
137,0,None,9.600000381469727,4.489999771118164,16.889999389648438,59.56000137329102,7.130000114440918,653.4099731445312,68.83999633789061,647.989990234375,55.20000076293945,30.79999923706055,292.5,141.8000030517578,136.89999389648438,37.599998474121094,59.29999923706055,276.39999389648443,275.0,275.10000610351557,270.39999389648443,254.8999938964844,230.0,67.0,25.20000076293945,27.70000076293945
139,0,None,9.579999923706056,4.46999979019165,16.899999618530273,59.56000137329102,7.130000114440918,653.4099731445312,68.83000183105469,647.989990234375,55.5,30.70000076293945,292.3999938964844,141.8000030517578,136.5,37.5,59.29999923706055,275.79998779296875,275.29998779296875,275.20001220703125,271.10000610351557,255.3999938964844,230.1000061035156,66.69999694824219,24.899999618530273,27.60000038146973
142,0,None,9.579999923706056,4.460000038146973,16.889999389648438,59.58000183105469,7.130000114440918,653.4099731445312,68.83999633789061,647.989990234375,55.5,30.899999618530273,292.3999938964844,141.8000030517578,136.39999389648438,37.400001525878906,59.29999923706055,276.70001220703125,275.79998779296875,275.20001220703125,271.0,255.0,229.8000030517578,67.69999694824219,24.899999618530273,27.60000038146973
143,0,None,9.56999969482422,4.449999809265137,16.90999984741211,59.52000045776367,7.130000114440918,653.4099731445312,68.86000061035156,647.989990234375,55.599998474121094,30.70000076293945,292.5,141.6999969482422,136.39999389648438,37.20000076293945,59.099998474121094,276.10000610351557,275.10000610351557,275.20001220703125,270.89999389648443,255.1000061035156,229.6999969482422,67.19999694824219,25.10000038146973,27.70000076293945
